id,venue_id,day,opening_time,closing_time
1921,ven_5977343532576353545439526b6f77594e49533662556b4a496843,2,20,0
1922,ven_5977343532576353545439526b6f77594e49533662556b4a496843,3,20,0
1923,ven_5977343532576353545439526b6f77594e49533662556b4a496843,4,20,0
1924,ven_5977343532576353545439526b6f77594e49533662556b4a496843,5,20,0
1925,ven_5977343532576353545439526b6f77594e49533662556b4a496843,6,20,0
1926,ven_6347305f59664842696755526b6f77326e53475669362d4a496843,0,0,0
1927,ven_6347305f59664842696755526b6f77326e53475669362d4a496843,1,0,0
1928,ven_6347305f59664842696755526b6f77326e53475669362d4a496843,2,0,0
1929,ven_6347305f59664842696755526b6f77326e53475669362d4a496843,3,0,0
1930,ven_6347305f59664842696755526b6f77326e53475669362d4a496843,4,0,0
1931,ven_6347305f59664842696755526b6f77326e53475669362d4a496843,5,0,0
1932,ven_6347305f59664842696755526b6f77326e53475669362d4a496843,6,0,0
1933,ven_63665372715245346e7638526b6f775a786e72757a35634a496843,0,10,20
1934,ven_63665372715245346e7638526b6f775a786e72757a35634a496843,1,10,20
1935,ven_63665372715245346e7638526b6f775a786e72757a35634a496843,2,10,20
1936,ven_63665372715245346e7638526b6f775a786e72757a35634a496843,3,10,20
1937,ven_63665372715245346e7638526b6f775a786e72757a35634a496843,4,10,20
1938,ven_63665372715245346e7638526b6f775a786e72757a35634a496843,5,10,20
1939,ven_63665372715245346e7638526b6f775a786e72757a35634a496843,6,10,20
1940,ven_636849347a37534f62464c526b6f77596434644a7230494a496843,0,7,18
1941,ven_636849347a37534f62464c526b6f77596434644a7230494a496843,1,7,18
1942,ven_636849347a37534f62464c526b6f77596434644a7230494a496843,2,7,18
1943,ven_636849347a37534f62464c526b6f77596434644a7230494a496843,3,7,18
1944,ven_636849347a37534f62464c526b6f77596434644a7230494a496843,4,7,18
1945,ven_636849347a37534f62464c526b6f77596434644a7230494a496843,5,7,18
1946,ven_636849347a37534f62464c526b6f77596434644a7230494a496843,6,7,18
1947,ven_63754b4d63705f396c6968526b6f7759523172664f56384a496843,0,10,20
1948,ven_63754b4d63705f396c6968526b6f7759523172664f56384a496843,1,10,20
1949,ven_63754b4d63705f396c6968526b6f7759523172664f56384a496843,2,10,20
1950,ven_63754b4d63705f396c6968526b6f7759523172664f56384a496843,3,10,20
1951,ven_63754b4d63705f396c6968526b6f7759523172664f56384a496843,4,10,22
1952,ven_63754b4d63705f396c6968526b6f7759523172664f56384a496843,5,10,22
1953,ven_63754b4d63705f396c6968526b6f7759523172664f56384a496843,6,10,20
1954,ven_673150687856684b77546b526b6f775a644d68505162354a496843,0,7,22
1955,ven_673150687856684b77546b526b6f775a644d68505162354a496843,1,7,22
1956,ven_673150687856684b77546b526b6f775a644d68505162354a496843,2,7,22
1957,ven_673150687856684b77546b526b6f775a644d68505162354a496843,3,7,22
1958,ven_673150687856684b77546b526b6f775a644d68505162354a496843,4,7,22
1959,ven_673150687856684b77546b526b6f775a644d68505162354a496843,5,7,22
1960,ven_673150687856684b77546b526b6f775a644d68505162354a496843,6,7,22
1961,ven_673437695f797470675874526b6f7759396534667a58464a496843,0,-1,-1
1962,ven_673437695f797470675874526b6f7759396534667a58464a496843,1,-1,-1
1963,ven_673437695f797470675874526b6f7759396534667a58464a496843,2,10,17
1964,ven_673437695f797470675874526b6f7759396534667a58464a496843,3,10,17
1965,ven_673437695f797470675874526b6f7759396534667a58464a496843,4,10,17
1966,ven_673437695f797470675874526b6f7759396534667a58464a496843,5,10,17
1967,ven_673437695f797470675874526b6f7759396534667a58464a496843,6,10,17
1968,ven_67344e7669664177774743526b6f77594e767263427a654a496843,0,11,19
1969,ven_67344e7669664177774743526b6f77594e767263427a654a496843,1,11,19
1970,ven_67344e7669664177774743526b6f77594e767263427a654a496843,2,11,19
1971,ven_67344e7669664177774743526b6f77594e767263427a654a496843,3,11,19
1972,ven_67344e7669664177774743526b6f77594e767263427a654a496843,4,11,19
1973,ven_67344e7669664177774743526b6f77594e767263427a654a496843,5,11,19
1974,ven_67344e7669664177774743526b6f77594e767263427a654a496843,6,11,19
1975,ven_6743617a59472d4a564449526b6f77595a76734c6156794a496843,0,8,20
1976,ven_6743617a59472d4a564449526b6f77595a76734c6156794a496843,1,8,20
1977,ven_6743617a59472d4a564449526b6f77595a76734c6156794a496843,2,8,20
1978,ven_6743617a59472d4a564449526b6f77595a76734c6156794a496843,3,8,20
1979,ven_6743617a59472d4a564449526b6f77595a76734c6156794a496843,4,8,20
1980,ven_6743617a59472d4a564449526b6f77595a76734c6156794a496843,5,8,20
1981,ven_6743617a59472d4a564449526b6f77595a76734c6156794a496843,6,8,20
1982,ven_67495930554434326f3657526b6f7759785045763457554a496843,0,6,20
1983,ven_67495930554434326f3657526b6f7759785045763457554a496843,1,6,20
1984,ven_67495930554434326f3657526b6f7759785045763457554a496843,2,6,20
1985,ven_67495930554434326f3657526b6f7759785045763457554a496843,3,6,20
1986,ven_67495930554434326f3657526b6f7759785045763457554a496843,4,6,20
1987,ven_67495930554434326f3657526b6f7759785045763457554a496843,5,6,20
1988,ven_67495930554434326f3657526b6f7759785045763457554a496843,6,6,20
1989,ven_674a5830354e5572664339526b6f77326e42436652575f4a496843,0,6,1
1990,ven_674a5830354e5572664339526b6f77326e42436652575f4a496843,1,6,1
1991,ven_674a5830354e5572664339526b6f77326e42436652575f4a496843,2,6,1
1992,ven_674a5830354e5572664339526b6f77326e42436652575f4a496843,3,6,1
1993,ven_674a5830354e5572664339526b6f77326e42436652575f4a496843,4,6,1
1994,ven_674a5830354e5572664339526b6f77326e42436652575f4a496843,5,6,1
1995,ven_674a5830354e5572664339526b6f77326e42436652575f4a496843,6,6,1
1996,ven_6764666e625a435a654552526b6f77316a645f693539314a496843,0,0,0
1997,ven_6764666e625a435a654552526b6f77316a645f693539314a496843,1,0,0
1998,ven_6764666e625a435a654552526b6f77316a645f693539314a496843,2,0,0
1999,ven_6764666e625a435a654552526b6f77316a645f693539314a496843,3,0,0
2000,ven_6764666e625a435a654552526b6f77316a645f693539314a496843,4,0,0
2001,ven_6764666e625a435a654552526b6f77316a645f693539314a496843,5,0,0
2002,ven_6764666e625a435a654552526b6f77316a645f693539314a496843,6,0,0
2003,ven_67664d4c43655043527777526b6f7759785f7774527a304a496843,0,9,17
2004,ven_67664d4c43655043527777526b6f7759785f7774527a304a496843,1,9,17
2005,ven_67664d4c43655043527777526b6f7759785f7774527a304a496843,2,9,17
2006,ven_67664d4c43655043527777526b6f7759785f7774527a304a496843,3,9,17
2007,ven_67664d4c43655043527777526b6f7759785f7774527a304a496843,4,9,17
2008,ven_67664d4c43655043527777526b6f7759785f7774527a304a496843,5,-1,-1
2009,ven_67664d4c43655043527777526b6f7759785f7774527a304a496843,6,8,18
2010,ven_67665544532d79346b3566526b6f77594649706b4777544a496843,0,6,1
2011,ven_67665544532d79346b3566526b6f77594649706b4777544a496843,1,6,1
2012,ven_67665544532d79346b3566526b6f77594649706b4777544a496843,2,6,1
2013,ven_67665544532d79346b3566526b6f77594649706b4777544a496843,3,6,1
2014,ven_67665544532d79346b3566526b6f77594649706b4777544a496843,4,6,1
2015,ven_67665544532d79346b3566526b6f77594649706b4777544a496843,5,6,1
2016,ven_67665544532d79346b3566526b6f77594649706b4777544a496843,6,6,1
2017,ven_67696d56476149435f6965526b6f775a6c5a52445036524a496843,0,9,17
2018,ven_67696d56476149435f6965526b6f775a6c5a52445036524a496843,1,9,17
2019,ven_67696d56476149435f6965526b6f775a6c5a52445036524a496843,2,9,17
2020,ven_67696d56476149435f6965526b6f775a6c5a52445036524a496843,3,9,17
2021,ven_67696d56476149435f6965526b6f775a6c5a52445036524a496843,4,9,17
2022,ven_67696d56476149435f6965526b6f775a6c5a52445036524a496843,5,-1,-1
2023,ven_67696d56476149435f6965526b6f775a6c5a52445036524a496843,6,-1,-1
2024,ven_676a53423161456a363564526b6f773244555733565a364a496843,0,6,1
2025,ven_676a53423161456a363564526b6f773244555733565a364a496843,1,6,1
2026,ven_676a53423161456a363564526b6f773244555733565a364a496843,2,6,1
2027,ven_676a53423161456a363564526b6f773244555733565a364a496843,3,6,1
2028,ven_676a53423161456a363564526b6f773244555733565a364a496843,4,6,1
2029,ven_676a53423161456a363564526b6f773244555733565a364a496843,5,6,1
2030,ven_676a53423161456a363564526b6f773244555733565a364a496843,6,6,1
2031,ven_6772646250704a68513065526b6f77595a4f62595734794a496843,0,6,1
2032,ven_6772646250704a68513065526b6f77595a4f62595734794a496843,1,6,1
2033,ven_6772646250704a68513065526b6f77595a4f62595734794a496843,2,6,1
2034,ven_6772646250704a68513065526b6f77595a4f62595734794a496843,3,6,1
2035,ven_6772646250704a68513065526b6f77595a4f62595734794a496843,4,6,1
2036,ven_6772646250704a68513065526b6f77595a4f62595734794a496843,5,6,1
2037,ven_6772646250704a68513065526b6f77595a4f62595734794a496843,6,6,1
2038,ven_6b3733664d336870475547526b6f7759705a4146477a344a496843,0,6,1
2039,ven_6b3733664d336870475547526b6f7759705a4146477a344a496843,1,6,1
2040,ven_6b3733664d336870475547526b6f7759705a4146477a344a496843,2,6,1
2041,ven_6b3733664d336870475547526b6f7759705a4146477a344a496843,3,6,1
2042,ven_6b3733664d336870475547526b6f7759705a4146477a344a496843,4,6,1
2043,ven_6b3733664d336870475547526b6f7759705a4146477a344a496843,5,6,1
2044,ven_6b3733664d336870475547526b6f7759705a4146477a344a496843,6,6,1
2045,ven_6b586d396c7a675a304866526b6f775a5a6176523233704a496843,0,6,23
2046,ven_6b586d396c7a675a304866526b6f775a5a6176523233704a496843,1,6,23
2047,ven_6b586d396c7a675a304866526b6f775a5a6176523233704a496843,2,6,23
2048,ven_6b586d396c7a675a304866526b6f775a5a6176523233704a496843,3,6,23
2049,ven_6b586d396c7a675a304866526b6f775a5a6176523233704a496843,4,6,23
2050,ven_6b586d396c7a675a304866526b6f775a5a6176523233704a496843,5,6,23
2051,ven_6b586d396c7a675a304866526b6f775a5a6176523233704a496843,6,6,23
2052,ven_6b61692d6a414255627979526b6f776678716c5837364d4a496843,0,0,0
2053,ven_6b61692d6a414255627979526b6f776678716c5837364d4a496843,1,0,0
2054,ven_6b61692d6a414255627979526b6f776678716c5837364d4a496843,2,0,0
2055,ven_6b61692d6a414255627979526b6f776678716c5837364d4a496843,3,0,0
2056,ven_6b61692d6a414255627979526b6f776678716c5837364d4a496843,4,0,0
2057,ven_6b61692d6a414255627979526b6f776678716c5837364d4a496843,5,0,0
2058,ven_6b61692d6a414255627979526b6f776678716c5837364d4a496843,6,0,0
2059,ven_6b68703776545f78704e31526b6f7732334274596834694a496843,0,10,17
2060,ven_6b68703776545f78704e31526b6f7732334274596834694a496843,1,-1,-1
2061,ven_6b68703776545f78704e31526b6f7732334274596834694a496843,2,-1,-1
2062,ven_6b68703776545f78704e31526b6f7732334274596834694a496843,3,10,21
2063,ven_6b68703776545f78704e31526b6f7732334274596834694a496843,4,10,17
2064,ven_6b68703776545f78704e31526b6f7732334274596834694a496843,5,10,17
2065,ven_6b68703776545f78704e31526b6f7732334274596834694a496843,6,10,17
2066,ven_6b6d4f656b323831793364526b6f77594a6362353051624a496843,0,7,18
2067,ven_6b6d4f656b323831793364526b6f77594a6362353051624a496843,1,7,18
2068,ven_6b6d4f656b323831793364526b6f77594a6362353051624a496843,2,7,18
2069,ven_6b6d4f656b323831793364526b6f77594a6362353051624a496843,3,7,18
2070,ven_6b6d4f656b323831793364526b6f77594a6362353051624a496843,4,7,18
2071,ven_6b6d4f656b323831793364526b6f77594a6362353051624a496843,5,7,18
2072,ven_6b6d4f656b323831793364526b6f77594a6362353051624a496843,6,7,18
2073,ven_6b75536349517175707875526b6f775a56516c42512d384a496843,0,9,17
2074,ven_6b75536349517175707875526b6f775a56516c42512d384a496843,1,9,17
2075,ven_6b75536349517175707875526b6f775a56516c42512d384a496843,2,9,17
2076,ven_6b75536349517175707875526b6f775a56516c42512d384a496843,3,9,17
2077,ven_6b75536349517175707875526b6f775a56516c42512d384a496843,4,9,17
2078,ven_6b75536349517175707875526b6f775a56516c42512d384a496843,5,9,17
2079,ven_6b75536349517175707875526b6f775a56516c42512d384a496843,6,9,17
2080,ven_6b7a72724d57625a307367526b6f7759565046364465454a496843,0,-1,-1
2081,ven_6b7a72724d57625a307367526b6f7759565046364465454a496843,1,-1,-1
2082,ven_6b7a72724d57625a307367526b6f7759565046364465454a496843,2,11,18
2083,ven_6b7a72724d57625a307367526b6f7759565046364465454a496843,3,11,18
2084,ven_6b7a72724d57625a307367526b6f7759565046364465454a496843,4,11,18
2085,ven_6b7a72724d57625a307367526b6f7759565046364465454a496843,5,11,18
2086,ven_6b7a72724d57625a307367526b6f7759565046364465454a496843,6,11,18
2087,ven_6f2d6e504338735f5f6656526b6f77596c5f656244784b4a496843,0,10,17
2088,ven_6f2d6e504338735f5f6656526b6f77596c5f656244784b4a496843,1,10,17
2089,ven_6f2d6e504338735f5f6656526b6f77596c5f656244784b4a496843,2,10,17
2090,ven_6f2d6e504338735f5f6656526b6f77596c5f656244784b4a496843,3,10,17
2091,ven_6f2d6e504338735f5f6656526b6f77596c5f656244784b4a496843,4,10,17
2092,ven_6f2d6e504338735f5f6656526b6f77596c5f656244784b4a496843,5,10,19
2093,ven_6f2d6e504338735f5f6656526b6f77596c5f656244784b4a496843,6,10,17
2094,ven_6f324e635f42314c477658526b6f7759746676475955634a496843,0,8,20
2095,ven_6f324e635f42314c477658526b6f7759746676475955634a496843,1,8,20
2096,ven_6f324e635f42314c477658526b6f7759746676475955634a496843,2,8,20
2097,ven_6f324e635f42314c477658526b6f7759746676475955634a496843,3,8,20
2098,ven_6f324e635f42314c477658526b6f7759746676475955634a496843,4,8,20
2099,ven_6f324e635f42314c477658526b6f7759746676475955634a496843,5,8,20
2100,ven_6f324e635f42314c477658526b6f7759746676475955634a496843,6,8,20
2101,ven_6f394669377a4466594d49526b6f775939664d4b7637654a496843,0,9,0
2102,ven_6f394669377a4466594d49526b6f775939664d4b7637654a496843,1,9,0
2103,ven_6f394669377a4466594d49526b6f775939664d4b7637654a496843,2,9,0
2104,ven_6f394669377a4466594d49526b6f775939664d4b7637654a496843,3,9,0
2105,ven_6f394669377a4466594d49526b6f775939664d4b7637654a496843,4,9,0
2106,ven_6f394669377a4466594d49526b6f775939664d4b7637654a496843,5,9,0
2107,ven_6f394669377a4466594d49526b6f775939664d4b7637654a496843,6,9,0
2108,ven_6f4b42787a706434525f76526b6f7759424a48384a39414a496843,0,6,1
2109,ven_6f4b42787a706434525f76526b6f7759424a48384a39414a496843,1,6,1
2110,ven_6f4b42787a706434525f76526b6f7759424a48384a39414a496843,2,6,1
2111,ven_6f4b42787a706434525f76526b6f7759424a48384a39414a496843,3,6,1
2112,ven_6f4b42787a706434525f76526b6f7759424a48384a39414a496843,4,6,1
2113,ven_6f4b42787a706434525f76526b6f7759424a48384a39414a496843,5,6,1
2114,ven_6f4b42787a706434525f76526b6f7759424a48384a39414a496843,6,6,1
2115,ven_6f705548536a3470353159526b6f7759527168733451624a496843,0,0,0
2116,ven_6f705548536a3470353159526b6f7759527168733451624a496843,1,0,0
2117,ven_6f705548536a3470353159526b6f7759527168733451624a496843,2,0,0
2118,ven_6f705548536a3470353159526b6f7759527168733451624a496843,3,0,0
2119,ven_6f705548536a3470353159526b6f7759527168733451624a496843,4,0,0
2120,ven_6f705548536a3470353159526b6f7759527168733451624a496843,5,0,0
2121,ven_6f705548536a3470353159526b6f7759527168733451624a496843,6,0,0
2122,ven_6f75512d4e737164414e37526b6f7759564a30584158554a496843,0,9,17
2123,ven_6f75512d4e737164414e37526b6f7759564a30584158554a496843,1,9,19
2124,ven_6f75512d4e737164414e37526b6f7759564a30584158554a496843,2,9,19
2125,ven_6f75512d4e737164414e37526b6f7759564a30584158554a496843,3,9,19
2126,ven_6f75512d4e737164414e37526b6f7759564a30584158554a496843,4,9,17
2127,ven_6f75512d4e737164414e37526b6f7759564a30584158554a496843,5,11,17
2128,ven_6f75512d4e737164414e37526b6f7759564a30584158554a496843,6,11,17
2129,ven_733950504e644550574537526b6f77327a42506e3037684a496843,0,8,18
2130,ven_733950504e644550574537526b6f77327a42506e3037684a496843,1,8,18
2131,ven_733950504e644550574537526b6f77327a42506e3037684a496843,2,8,18
2132,ven_733950504e644550574537526b6f77327a42506e3037684a496843,3,8,18
2133,ven_733950504e644550574537526b6f77327a42506e3037684a496843,4,8,18
2134,ven_733950504e644550574537526b6f77327a42506e3037684a496843,5,8,18
2135,ven_733950504e644550574537526b6f77327a42506e3037684a496843,6,8,18
2136,ven_734141687055567841634e526b6f77327a4255673054574a496843,0,-1,-1
2137,ven_734141687055567841634e526b6f77327a4255673054574a496843,1,-1,-1
2138,ven_734141687055567841634e526b6f77327a4255673054574a496843,2,-1,-1
2139,ven_734141687055567841634e526b6f77327a4255673054574a496843,3,11,17
2140,ven_734141687055567841634e526b6f77327a4255673054574a496843,4,11,17
2141,ven_734141687055567841634e526b6f77327a4255673054574a496843,5,11,17
2142,ven_734141687055567841634e526b6f77327a4255673054574a496843,6,11,17
2143,ven_73533764685f6d75566b6d526b6f77594a714f484c57594a496843,0,11,18
2144,ven_73533764685f6d75566b6d526b6f77594a714f484c57594a496843,1,-1,-1
2145,ven_73533764685f6d75566b6d526b6f77594a714f484c57594a496843,2,-1,-1
2146,ven_73533764685f6d75566b6d526b6f77594a714f484c57594a496843,3,11,20
2147,ven_73533764685f6d75566b6d526b6f77594a714f484c57594a496843,4,11,18
2148,ven_73533764685f6d75566b6d526b6f77594a714f484c57594a496843,5,11,18
2149,ven_73533764685f6d75566b6d526b6f77594a714f484c57594a496843,6,11,18
2150,ven_7366516c31652d4f4e436b526b6f7759314965613652694a496843,0,6,1
2151,ven_7366516c31652d4f4e436b526b6f7759314965613652694a496843,1,6,1
2152,ven_7366516c31652d4f4e436b526b6f7759314965613652694a496843,2,6,1
2153,ven_7366516c31652d4f4e436b526b6f7759314965613652694a496843,3,6,1
2154,ven_7366516c31652d4f4e436b526b6f7759314965613652694a496843,4,6,1
2155,ven_7366516c31652d4f4e436b526b6f7759314965613652694a496843,5,6,1
2156,ven_7366516c31652d4f4e436b526b6f7759314965613652694a496843,6,6,1
2157,ven_736d444f476c7279767844526b6f77326e53354b5639704a496843,0,6,1
2158,ven_736d444f476c7279767844526b6f77326e53354b5639704a496843,1,6,1
2159,ven_736d444f476c7279767844526b6f77326e53354b5639704a496843,2,6,1
2160,ven_736d444f476c7279767844526b6f77326e53354b5639704a496843,3,6,1
2161,ven_736d444f476c7279767844526b6f77326e53354b5639704a496843,4,6,1
2162,ven_736d444f476c7279767844526b6f77326e53354b5639704a496843,5,6,1
2163,ven_736d444f476c7279767844526b6f77326e53354b5639704a496843,6,6,1
2164,ven_73723145754d4f78544171526b6f775a4e776c344636384a496843,0,0,0
2165,ven_73723145754d4f78544171526b6f775a4e776c344636384a496843,1,0,0
2166,ven_73723145754d4f78544171526b6f775a4e776c344636384a496843,2,0,0
2167,ven_73723145754d4f78544171526b6f775a4e776c344636384a496843,3,0,0
2168,ven_73723145754d4f78544171526b6f775a4e776c344636384a496843,4,0,0
2169,ven_73723145754d4f78544171526b6f775a4e776c344636384a496843,5,0,0
2170,ven_73723145754d4f78544171526b6f775a4e776c344636384a496843,6,0,0
2171,ven_737a4c6b5376744748712d526b6f77595a7039674a38624a496843,0,10,17
2172,ven_737a4c6b5376744748712d526b6f77595a7039674a38624a496843,1,10,17
2173,ven_737a4c6b5376744748712d526b6f77595a7039674a38624a496843,2,-1,-1
2174,ven_737a4c6b5376744748712d526b6f77595a7039674a38624a496843,3,10,17
2175,ven_737a4c6b5376744748712d526b6f77595a7039674a38624a496843,4,10,21
2176,ven_737a4c6b5376744748712d526b6f77595a7039674a38624a496843,5,10,21
2177,ven_737a4c6b5376744748712d526b6f77595a7039674a38624a496843,6,10,17
2178,ven_7768585a615270346e454b526b6f7766426c2d4f312d4b4a496843,0,0,0
2179,ven_7768585a615270346e454b526b6f7766426c2d4f312d4b4a496843,1,0,0
2180,ven_7768585a615270346e454b526b6f7766426c2d4f312d4b4a496843,2,0,0
2181,ven_7768585a615270346e454b526b6f7766426c2d4f312d4b4a496843,3,0,0
2182,ven_7768585a615270346e454b526b6f7766426c2d4f312d4b4a496843,4,0,0
2183,ven_7768585a615270346e454b526b6f7766426c2d4f312d4b4a496843,5,0,0
2184,ven_7768585a615270346e454b526b6f7766426c2d4f312d4b4a496843,6,0,0
2185,ven_7778775545424e486d7075526b6f7759465048596d644f4a496843,0,10,18
2186,ven_7778775545424e486d7075526b6f7759465048596d644f4a496843,1,10,18
2187,ven_7778775545424e486d7075526b6f7759465048596d644f4a496843,2,10,18
2188,ven_7778775545424e486d7075526b6f7759465048596d644f4a496843,3,10,18
2189,ven_7778775545424e486d7075526b6f7759465048596d644f4a496843,4,10,18
2190,ven_7778775545424e486d7075526b6f7759465048596d644f4a496843,5,10,18
2191,ven_7778775545424e486d7075526b6f7759465048596d644f4a496843,6,10,18
2192,ven_303749644b67576e694b55526b6f7759685f4a445761324a496843,0,6,1
2193,ven_303749644b67576e694b55526b6f7759685f4a445761324a496843,1,6,1
2194,ven_303749644b67576e694b55526b6f7759685f4a445761324a496843,2,6,1
2195,ven_303749644b67576e694b55526b6f7759685f4a445761324a496843,3,6,1
2196,ven_303749644b67576e694b55526b6f7759685f4a445761324a496843,4,6,1
2197,ven_303749644b67576e694b55526b6f7759685f4a445761324a496843,5,6,1
2198,ven_303749644b67576e694b55526b6f7759685f4a445761324a496843,6,6,1
2199,ven_304a6c77747a366c755455526b6f77594a7070575959454a496843,0,6,1
2200,ven_304a6c77747a366c755455526b6f77594a7070575959454a496843,1,6,1
2201,ven_304a6c77747a366c755455526b6f77594a7070575959454a496843,2,6,1
2202,ven_304a6c77747a366c755455526b6f77594a7070575959454a496843,3,6,1
2203,ven_304a6c77747a366c755455526b6f77594a7070575959454a496843,4,6,1
2204,ven_304a6c77747a366c755455526b6f77594a7070575959454a496843,5,6,1
2205,ven_304a6c77747a366c755455526b6f77594a7070575959454a496843,6,6,1
2206,ven_306c63565a476e6d385736526b6f775a39786b4a6755524a496843,0,9,19
2207,ven_306c63565a476e6d385736526b6f775a39786b4a6755524a496843,1,-1,-1
2208,ven_306c63565a476e6d385736526b6f775a39786b4a6755524a496843,2,9,19
2209,ven_306c63565a476e6d385736526b6f775a39786b4a6755524a496843,3,9,19
2210,ven_306c63565a476e6d385736526b6f775a39786b4a6755524a496843,4,9,19
2211,ven_306c63565a476e6d385736526b6f775a39786b4a6755524a496843,5,9,19
2212,ven_306c63565a476e6d385736526b6f775a39786b4a6755524a496843,6,9,19
2213,ven_30782d4b5379586f66706d526b6f775a745f45477777774a496843,0,8,0
2214,ven_30782d4b5379586f66706d526b6f775a745f45477777774a496843,1,8,0
2215,ven_30782d4b5379586f66706d526b6f775a745f45477777774a496843,2,8,0
2216,ven_30782d4b5379586f66706d526b6f775a745f45477777774a496843,3,8,0
2217,ven_30782d4b5379586f66706d526b6f775a745f45477777774a496843,4,8,0
2218,ven_30782d4b5379586f66706d526b6f775a745f45477777774a496843,5,8,0
2219,ven_30782d4b5379586f66706d526b6f775a745f45477777774a496843,6,8,0
2220,ven_344c49766b705544393465526b6f77327244307a4159434a496843,0,-1,-1
2221,ven_344c49766b705544393465526b6f77327244307a4159434a496843,1,12,16
2222,ven_344c49766b705544393465526b6f77327244307a4159434a496843,2,12,16
2223,ven_344c49766b705544393465526b6f77327244307a4159434a496843,3,12,16
2224,ven_344c49766b705544393465526b6f77327244307a4159434a496843,4,12,16
2225,ven_344c49766b705544393465526b6f77327244307a4159434a496843,5,12,17
2226,ven_344c49766b705544393465526b6f77327244307a4159434a496843,6,12,17
2227,ven_3461647039357657624c66526b6f775a39616d754d78594a496843,0,16,22
2228,ven_3461647039357657624c66526b6f775a39616d754d78594a496843,1,16,22
2229,ven_3461647039357657624c66526b6f775a39616d754d78594a496843,2,16,22
2230,ven_3461647039357657624c66526b6f775a39616d754d78594a496843,3,16,22
2231,ven_3461647039357657624c66526b6f775a39616d754d78594a496843,4,15,23
2232,ven_3461647039357657624c66526b6f775a39616d754d78594a496843,5,12,23
2233,ven_3461647039357657624c66526b6f775a39616d754d78594a496843,6,12,20
2234,ven_3466426a743170534d634c526b6f77594a76706c5363784a496843,0,6,1
2235,ven_3466426a743170534d634c526b6f77594a76706c5363784a496843,1,6,1
2236,ven_3466426a743170534d634c526b6f77594a76706c5363784a496843,2,6,1
2237,ven_3466426a743170534d634c526b6f77594a76706c5363784a496843,3,6,1
2238,ven_3466426a743170534d634c526b6f77594a76706c5363784a496843,4,6,1
2239,ven_3466426a743170534d634c526b6f77594a76706c5363784a496843,5,6,1
2240,ven_3466426a743170534d634c526b6f77594a76706c5363784a496843,6,6,1
2241,ven_346c6843676c5559377662526b6f775a354f49314937644a496843,0,9,0
2242,ven_346c6843676c5559377662526b6f775a354f49314937644a496843,1,9,0
2243,ven_346c6843676c5559377662526b6f775a354f49314937644a496843,2,9,0
2244,ven_346c6843676c5559377662526b6f775a354f49314937644a496843,3,9,0
2245,ven_346c6843676c5559377662526b6f775a354f49314937644a496843,4,9,0
2246,ven_346c6843676c5559377662526b6f775a354f49314937644a496843,5,9,0
2247,ven_346c6843676c5559377662526b6f775a354f49314937644a496843,6,9,0
2248,ven_347a2d78444c59782d4f4f526b6f77594e3534494233744a496843,0,6,1
2249,ven_347a2d78444c59782d4f4f526b6f77594e3534494233744a496843,1,6,1
2250,ven_347a2d78444c59782d4f4f526b6f77594e3534494233744a496843,2,6,1
2251,ven_347a2d78444c59782d4f4f526b6f77594e3534494233744a496843,3,6,1
2252,ven_347a2d78444c59782d4f4f526b6f77594e3534494233744a496843,4,6,1
2253,ven_347a2d78444c59782d4f4f526b6f77594e3534494233744a496843,5,6,1
2254,ven_347a2d78444c59782d4f4f526b6f77594e3534494233744a496843,6,6,0
2255,ven_3844456669735664576538526b6f775942716d6c4a5a4b4a496843,0,6,1
2256,ven_3844456669735664576538526b6f775942716d6c4a5a4b4a496843,1,6,1
2257,ven_3844456669735664576538526b6f775942716d6c4a5a4b4a496843,2,6,1
2258,ven_3844456669735664576538526b6f775942716d6c4a5a4b4a496843,3,6,1
2259,ven_3844456669735664576538526b6f775942716d6c4a5a4b4a496843,4,6,1
2260,ven_3844456669735664576538526b6f775942716d6c4a5a4b4a496843,5,6,1
2261,ven_3844456669735664576538526b6f775942716d6c4a5a4b4a496843,6,6,1
2262,ven_3855656e41664c4f68764c526b6f7732446b2d6e71786f4a496843,0,-1,-1
2263,ven_3855656e41664c4f68764c526b6f7732446b2d6e71786f4a496843,1,-1,-1
2264,ven_3855656e41664c4f68764c526b6f7732446b2d6e71786f4a496843,2,13,16
2265,ven_3855656e41664c4f68764c526b6f7732446b2d6e71786f4a496843,3,13,16
2266,ven_3855656e41664c4f68764c526b6f7732446b2d6e71786f4a496843,4,13,16
2267,ven_3855656e41664c4f68764c526b6f7732446b2d6e71786f4a496843,5,13,16
2268,ven_3855656e41664c4f68764c526b6f7732446b2d6e71786f4a496843,6,13,16
2269,ven_38584b356562656e4a4a63526b6f77595a5f4d6d7456674a496843,0,-1,-1
2270,ven_38584b356562656e4a4a63526b6f77595a5f4d6d7456674a496843,1,10,18
2271,ven_38584b356562656e4a4a63526b6f77595a5f4d6d7456674a496843,2,10,18
2272,ven_38584b356562656e4a4a63526b6f77595a5f4d6d7456674a496843,3,10,18
2273,ven_38584b356562656e4a4a63526b6f77595a5f4d6d7456674a496843,4,10,18
2274,ven_38584b356562656e4a4a63526b6f77595a5f4d6d7456674a496843,5,10,18
2275,ven_38584b356562656e4a4a63526b6f77595a5f4d6d7456674a496843,6,10,18
