original_ven_id,hash_ven_id,latitude,longitude,zone_id,name,address,venue_type,rating,price,type_mod,zone_group,image,description,location_id,venue_mod_type
ven_5532317551593261384446526b6f775946505f576a57614a496843,15828162,40.7678,-73.9718,43,Central Park Zoo,"East 64th Street New York, NY 10021 United States",ZOO,4.4,-1.0,Nature Attractions,Upper West Side,https://media-cdn.tripadvisor.com/media/photo-l/07/0e/d6/25/central-park-zoo.jpg,"Oasis of wildlife in downtown Manhattan where visitors can encounter more than 1,400 animals in a variety of habitats, including a tropical rain forest to view rare birds and icy Antarctica to view penguins and other chilly creatures.",267703,Nature Attractions
ven_5536434b44427779443572526b6f775a5a356d787964624a496843,12614856,40.7345,-74.0001,249,Quality Eats,"19 Greenwich Ave New York, NY 10014 United States",AMERICAN_RESTAURANT,4.4,3.0,American Restaurant,Chelsea/Greenwhich market,https://media-cdn.tripadvisor.com/media/photo-l/13/c5/34/0e/leffot.jpg,"Quality Eats is a casual, yet refined steakhouse that serves up approachable and affordable dishes with a unique twist. The menu features all-natural, hormone and antibiotic-free meats that are hand-selected and dry-aged for maximum flavor. The restaurant",0,American Restaurant
ven_554753707a353136347861526b6f775a646b36515137564a496843,9540340,40.7614,-73.9818,230,Le Bernardin,"155 W 51st St New York, NY 10019 United States",FRENCH_RESTAURANT,4.4,-1.0,French Restaurant,Midtown Manhattan,https://oaidalleapiprodscus.blob.core.windows.net/private/org-jGKlYxnaMuqEvd6EepOGn6fH/user-aymO9XagO63Y8m7z3r0a0Fg7/img-UieIwo1jiZGNWNYqiTut2L5y.png?st=2023-08-01T15%3A58%3A10Z&se=2023-08-01T17%3A58%3A10Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/pn,"Le Bernardin is a Michelin-starred French seafood restaurant in New York City. The restaurant is run by chef Eric Ripert and is known for its inventive seafood dishes and its extensive wine list. The dining room is sleek and elegant, with white tablecloth",548351,French Restaurant
ven_554975514d79783467714d526b6f77594e706e4e6b7a414a496843,20119380,40.775,-73.9665,43,Alice in Wonderland,"E 74th St New York, NY 10021 United States",OTHER,4.6,-1.0,Tourist Destination,Upper West Side,https://media-cdn.tripadvisor.com/media/photo-l/08/ef/ac/ff/alice-in-wonderland-statue.jpg,"Located in Central Park, this statue usually has children climbing all over it.",143372,Tourist Destination
ven_554977416f345578784c55526b6f77596876504948524d4a496843,61612002,40.7637,-73.9812,163,New York Attitude Gift shop,"843 7th Ave New York, NY 10019 United States",SOUVENIR_SHOP,4.0,-1.0,Gifts & Souvenirs,Midtown Manhattan,https://media-cdn.tripadvisor.com/media/photo-l/07/16/7d/8f/faces-names.jpg,"The New York Attitude Gift Shop is a small, cramped shop located in the heart of Times Square. The shop is filled with a wide variety of New York-themed souvenirs, including t-shirts, keychains, magnets, and shot glasses. The prices are inflated, but the ",0,Gifts & Souvenirs
ven_554f563759583653705f73526b6f775a646146374456574a496843,2440176,40.7419,-73.9846,107,Upland,"345 Park Ave S New York, NY 10010 United States",AMERICAN_RESTAURANT,4.5,3.0,American Restaurant,Lower Manhattan,https://media-cdn.tripadvisor.com/media/photo-l/06/bf/d5/88/front-door.jpg,"Upland is a restaurant located in New York City. The restaurant is known for its contemporary American cuisine and its extensive wine list. The restaurant has a casual atmosphere, and the menu features a variety of small plates and entrees.",0,American Restaurant
ven_554f66576a594b6a744d5f526b6f775a467258773155664a496843,17172582,40.7597,-74.0003,246,City Sightseeing New York,"455 12th Ave New York, NY 10018 United States",OTHER,3.8,-1.0,Tourist Destination,Chelsea/Greenwhich market,https://oaidalleapiprodscus.blob.core.windows.net/private/org-jGKlYxnaMuqEvd6EepOGn6fH/user-aymO9XagO63Y8m7z3r0a0Fg7/img-dUx60apkd0MysX4RjBcqF4gW.png?st=2023-08-01T15%3A58%3A19Z&se=2023-08-01T17%3A58%3A19Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/pn,"City Sightseeing New York is a tour bus company that offers hop-on, hop-off bus tours of New York City. The company has a fleet of red double-decker buses that tour the city, making stops at popular tourist destinations. City Sightseeing New York offers a",23416084,Tourist Destination
ven_555135764d4d546a5a596c526b6f775970347a47625a5a4a496843,21612100,40.7751,-73.9809,142,Il Violino,"180 Columbus Ave New York, NY 10023 United States",ITALIAN_RESTAURANT,4.3,2.0,Italian Restaurant,Upper West Side,https://media-cdn.tripadvisor.com/media/photo-l/1b/cd/c7/73/manicure-station.jpg,"Il Violino is a charming Italian restaurant located in the heart of the historic district of Charleston, South Carolina. The restaurant is situated in an old brick building on a cobblestone street, and features a cozy dining room with exposed brick walls ",0,Italian Restaurant
ven_555234376f4f4f30364447526b6f775a4a7752465057654a496843,90412706,40.7516,-73.9755,162,Chrysler Building,"405 Lexington Ave New York, NY 10174 United States",TOURIST_DESTINATION,4.6,-1.0,Tourist Destination,Midtown Manhattan,https://media-cdn.tripadvisor.com/media/photo-l/0b/16/00/b4/le-chrysler-dominant.jpg,This Art Deco masterpiece is actually no longer the property of the auto manufacturer.,104360,Tourist Destination
ven_55527370774e3350323349526b6f775a685a6d615f34534a496843,319710,40.7826,-73.9784,239,Tacombi,"377 Amsterdam Ave New York, NY 10024 United States",MEXICAN_RESTAURANT,4.3,2.0,Mexican Restaurant,Upper West Side,https://media-cdn.tripadvisor.com/media/photo-l/1a/20/13/e6/getlstd-property-photo.jpg,"Tacombi is a taqueria and mezcal bar in New York City. The restaurant is inspired by the taquerias of Mexico City, and the menu features a variety of tacos, burritos, quesadillas, and other Mexican specialties. The mezcal bar offers a selection of mezcals",0,Mexican Restaurant
ven_5556474f56636f7565674c526b6f7759566c78494a516d4a496843,49763312,40.758,-73.9855,230,Times Square,"Manhattan, NY 10036 United States",OTHER,4.7,-1.0,Tourist Destination,Midtown Manhattan,https://media-cdn.tripadvisor.com/media/photo-l/17/df/ec/77/agencia-miviajeanuevayork.jpg,"Times Square is a major commercial intersection and neighborhood in Midtown Manhattan, New York City, at the junction of Broadway and Seventh Avenue. It is Brightly lit with billboards and advertisements. It is also a hub for entertainment and activity, w",0,Tourist Destination
ven_555966764a6e4a74677257526b6f77595636792d5257664a496843,58518792,40.7841,-73.9505,236,Barking Dog,"1678 3rd Ave New York, NY 10128 United States",AMERICAN_RESTAURANT,4.2,2.0,American Restaurant,Upper East Side,https://media-cdn.tripadvisor.com/media/photo-l/0a/59/18/d6/past-present-future-all.jpg,"Barking Dog is a small, intimate live music venue in the heart of the East Village. The venue has a unique, homey feel with its exposed brick walls and vintage furniture. The stage is small but well-lit, and the sound system is top-notch. The bartenders a",0,American Restaurant
ven_555a7a4667656331714337526b6f775a4a396e6a55792d4a496843,76355073,40.781,-73.9765,239,Covacha,"368 Columbus Ave New York, NY 10024 United States",MEXICAN_RESTAURANT,4.2,-1.0,Mexican Restaurant,Upper West Side,https://media-cdn.tripadvisor.com/media/photo-l/29/c0/1a/fb/ling-spa-upper-west-side.jpg,"Covacha is a nightclub in Wynwood, Miami, Florida. It features a Latin-themed decor and hosts live music and DJ sets. The venue has a capacity of 1,000 people and is open Thursday through Sunday.",0,Mexican Restaurant
ven_55613477334b4957707751526b6f77595a49654f5632364a496843,87428111,40.7859,-73.9773,239,Children's Museum Of Manhattan,"212 W 83rd St New York, NY 10024 United States",MUSEUM,4.2,-1.0,Cultural Heritage,Upper West Side,https://media-cdn.tripadvisor.com/media/photo-l/01/3c/e0/68/1st-stop-children-s-museum.jpg,A kid-friendly museum with many interactive activities.,110275,Cultural Heritage
ven_556242455a4d50646d7736526b6f775a7061734749664e4a496843,89889734,40.7629,-74.0015,50,Circle Line Sightseeing Cruises,"83 North River Piers West 43rd Street and 12th Ave New York, NY 10036 United States",OTHER,4.5,-1.0,Tourist Destination,Midtown Manhattan,https://media-cdn.tripadvisor.com/media/photo-l/04/1a/91/18/beast-speedboat-ride.jpg,"Circle Line Sightseeing Cruises is a company that provides boat tours of various New York City landmarks from the water. The company has a fleet of over 20 vessels, including the Zephyr, which is the only glass-enclosed, high-speed catamaran in the United",0,Tourist Destination
ven_5563704d4539434c6d7445526b6f775a5a7753726630674a496843,71786833,40.7462,-73.9797,170,Murray Hill Market,"136 E 34th St New York, NY 10016 United States",GROCERY,3.8,2.0,Neighborhood Market,Midtown Manhattan,https://media-cdn.tripadvisor.com/media/photo-l/06/c5/02/e0/oasis-day-spa.jpg,"Murray Hill Market is a small, local grocery store in the Murray Hill neighborhood of Jacksonville, Florida. The store is family-owned and operated, and has been serving the community for over 30 years. The market offers a wide variety of fresh produce, m",0,Neighborhood Market
ven_5566616f4e337545413945526b6f7759782d54524361674a496843,94386229,40.7696,-73.9676,237,rag & bone,"11 E 68th St New York, NY 10065 United States",APPAREL,4.3,-1.0,Fashion Convenience,Upper East Side,https://media-cdn.tripadvisor.com/media/photo-l/12/91/16/a9/interior-of-l-appartement.jpg,"Rag & bone is a contemporary fashion brand that was founded in 2001. The brand is known for its clean, modern aesthetic and its focus on quality craftsmanship. Rag & bone has a strong presence in the fashion industry, with a global reach and a loyal follo",0,Fashion Convenience
ven_556a587447624c4f5f4b39526b6f77595a504c547756534a496843,66728163,40.7669,-73.983,48,Turnstyle Underground Market,"1000 S 8th Ave New York, NY 10019 United States",MARKET,4.4,1.0,Neighborhood Market,Midtown Manhattan,https://media-cdn.tripadvisor.com/media/photo-l/07/6a/9f/88/small-but-great-selection.jpg,"Turnstyle Underground Market is a subterranean food court and shopping destination located in New York City’s Columbus Circle. The market features over 30 food vendors offering a variety of cuisines, as well as a selection of retail shops. The market is a",0,Neighborhood Market
ven_556e5f3675393756787575526b6f775a4a674f497a396a4a496843,4066932,40.7526,-73.9768,162,Grand Central Market,"89 E 42nd St New York, NY 10017 United States",MARKET,4.5,-1.0,Neighborhood Market,Midtown Manhattan,https://media-cdn.tripadvisor.com/media/photo-l/04/1a/9c/6f/photouno-photography.jpg,"Grand Central Market is a historic food hall in the heart of Downtown Los Angeles. With over 100 vendors, it is the city's largest and oldest public market. The market offers a wide variety of cuisines, including Mexican, Chinese, Japanese, Korean, Vietna",0,Neighborhood Market
ven_557258376d4e6e56463972526b6f7759526f6b6e5f796f4a496843,38455418,40.7871,-73.9733,238,Manhattan Jewish Experience,"131 W 86th St 10th floor New York, NY 10024 United States",SYNAGOGUE,4.7,-1.0,Religious,Upper West Side,https://media-cdn.tripadvisor.com/media/photo-l/18/eb/64/7f/yin-offers-exclusive.jpg,"The Manhattan Jewish Experience is a unique venue that is perfect for hosting a variety of events. The space is large and open, with plenty of room for guests to mingle and explore. The exposed brick walls and high ceilings give the space an industrial fe",0,Religious
ven_5574675f763163636a455f526b6f775952493438325f724a496843,9565814,40.786,-73.9728,239,Good Enough To Eat,"520 Columbus Ave New York, NY 10024 United States",BREAKFAST_RESTAURANT,4.1,2.0,Breakfast Restaurant,Upper West Side,https://media-cdn.tripadvisor.com/media/photo-l/18/eb/64/7f/yin-offers-exclusive.jpg,"Good Enough To Eat is a restaurant in New York City. The restaurant is known for its American comfort food. The menu includes items such as pancakes, waffles, eggs, bacon, sausage, oatmeal, toast, coffee, and juice. The restaurant also has a variety of lu",0,Breakfast Restaurant
ven_55754a78505f3458706d75526b6f775a464b6444512d674a496843,29649961,40.7853,-73.9728,239,Tasca NYC,"505 Columbus Ave New York, NY 10024 United States",RESTAURANT,4.6,2.0,Restaurant,Upper West Side,https://media-cdn.tripadvisor.com/media/photo-l/29/c0/1a/fb/ling-spa-upper-west-side.jpg,"Tasca NYC is a Spanish-themed restaurant located in the heart of New York City. The restaurant features a wide variety of Spanish-inspired dishes, as well as a full bar serving Spanish wines and beers. The atmosphere of the restaurant is casual and relaxe",0,Restaurant
ven_5577355866726e4c5f2d7a526b6f775a6c4b64414863364a496843,29929585,40.7494,-73.9861,164,Superdry,"21-25 W 34th St. New York, NY 10001 United States",APPAREL,4.3,3.0,Fashion Convenience,Midtown Manhattan,https://media-cdn.tripadvisor.com/media/photo-l/1a/51/b9/7e/caption.jpg,"Superdry is a British clothing company founded in 2003. The company sells a range of clothing and accessories for both men and women. Superdry products are known for their quality, style, and fit. The company has a wide range of products, including jacket",0,Fashion Convenience
ven_5578692d5370733636656a526b6f77595a3441356359704a496843,29244447,40.7842,-73.9778,239,Luke's Lobster Upper West Side,"426 Amsterdam Ave New York, NY 10024 United States",SEAFOOD_RESTAURANT,4.4,2.0,Seafood Restaurant,Upper West Side,https://media-cdn.tripadvisor.com/media/photo-l/11/db/84/9f/caption.jpg,"Luke's Lobster is a seafood restaurant on the Upper West Side of Manhattan. The restaurant is small, with only a few tables, and has a casual atmosphere. The menu features a variety of seafood dishes, including lobster, crab, and shrimp. The food is fresh",0,Seafood Restaurant
ven_557a78624d425838544f65526b6f7759316569484d30554a496843,63401911,40.77,-73.971,43,Balto Statue,"East Dr New York, NY 10022 United States",TOURIST_DESTINATION,4.7,-1.0,Tourist Destination,Upper West Side,https://media-cdn.tripadvisor.com/media/photo-l/19/e4/43/8a/photo0jpg.jpg,"A rustic playground in NYC's Central Park that features wood nymphs, vine-covered gazebos and arched bridges.",109954,Tourist Destination
ven_592d5a6c757552454a5663526b6f77594e6f442d4d53364a496843,99495574,40.7843,-73.9772,239,Spice (Upper West Side),"435 AMSTERDAM AVENUE AT W 81st St New York, 10024 United States",THAI_RESTAURANT,4.2,2.0,Thai Restaurant,Upper West Side,https://media-cdn.tripadvisor.com/media/photo-l/05/9b/51/3e/getlstd-property-photo.jpg,"The Spice Upper West Side is a New York City-based Indian restaurant that offers a variety of traditional and contemporary Indian dishes. The restaurant is located on the Upper West Side of Manhattan, and it features a spacious dining room with a large ba",0,Thai Restaurant
ven_593769776f766b664d5845526b6f775a6c4c387937664b4a496843,5617928,40.7327,-74.004,249,MiGarba NYC,"310 Bleecker St New York, NY 10014 United States",ITALIAN_RESTAURANT,4.9,-1.0,Italian Restaurant,Chelsea/Greenwhich market,https://media-cdn.tripadvisor.com/media/photo-l/04/8e/9d/2f/getlstd-property-photo.jpg,"MiGarba NYC is a nightclub located in New York City. The club has a capacity of 500 people and features two dance floors, four bars, and a VIP area. The club is known for its eclectic mix of music, which includes genres such as hip-hop, R&B, house, and re",0,Italian Restaurant
ven_593850536c663139675869526b6f77595270364a4d334e4a496843,83349976,40.7396,-74.0089,158,Whitney Museum of American Art,"99 Gansevoort St New York, NY 10014 United States",MUSEUM,4.5,-1.0,Cultural Heritage,Chelsea/Greenwhich market,https://media-cdn.tripadvisor.com/media/photo-l/15/02/16/d0/field-green-salad-served.jpg,"The Whitney Museum of American Art is a world-renowned art museum located in New York City. The museum is home to a vast collection of American art, spanning from the early 20th century to the present day. The Whitney is particularly well-known for its co",0,Cultural Heritage
ven_59394d6e4647334b39736f526b6f7759743444707577544a496843,61976009,40.7764,-73.9793,142,Pomodoro Rosso,"229 Columbus Ave New York, NY 10023 United States",ITALIAN_RESTAURANT,4.4,2.0,Italian Restaurant,Upper West Side,https://media-cdn.tripadvisor.com/media/photo-l/06/1e/18/60/alskling-wall-of-camisoles.jpg,"Pomodoro Rosso is a cozy Italian restaurant located in the heart of the historic district of Charleston, South Carolina. The restaurant is situated in a charming brick building on a cobblestone street, and features a small patio area for outdoor dining. T",0,Italian Restaurant
ven_5945636445507078654d7a526b6f77594a71514e6c35304a496843,40039956,40.7843,-73.9578,236,Carnegie Mansion,"2 E 91st St New York, NY 10128 United States",MUSEUM,4.1,-1.0,Cultural Heritage,Upper East Side,https://media-cdn.tripadvisor.com/media/photo-l/10/33/2e/01/former-andrew-carnegie.jpg,"A 21st-century museum housed in New York City’s landmark Carnegie Mansion, Cooper Hewitt offers four floors of galleries dedicated to all disciplines of design, a permanent collection of more than 210,000 design objects fully digitized and available onlin",106188,Cultural Heritage
ven_5949374d505f6a4c4a6563526b6f775a4a3368674b5a4a4a496843,64281408,40.7315,-73.9892,79,Cathédrale Restaurant,"112 E 11th St New York, NY 10003 United States",FRENCH_RESTAURANT,4.3,2.0,French Restaurant,Other,https://media-cdn.tripadvisor.com/media/photo-l/06/0f/37/f8/webster-hall.jpg,"The Cathédrale Restaurant is a stunning venue located in the heart of the historic city of Luxembourg. The restaurant is situated in an old converted cathedral, and features a beautiful setting with high ceilings, large windows and an elegant atmosphere. ",0,French Restaurant
ven_594c336c54424932686837526b6f77593559306b3066524a496843,23844278,40.7812,-73.9763,239,Sushi of Gari UWS (Gari Columbus),"370 Columbus Ave New York, NY 10024 United States",SUSHI_RESTAURANT,4.5,4.0,Sushi Restaurant,Upper West Side,https://media-cdn.tripadvisor.com/media/photo-l/29/c0/1a/fb/ling-spa-upper-west-side.jpg,"Sushi of Gari Columbus is a sushi restaurant located on the Upper West Side of Manhattan. The restaurant is small and intimate, with only a few tables and a sushi bar. The menu features a wide variety of sushi and sashimi, as well as traditional Japanese ",0,Sushi Restaurant
ven_594c414b424e7861515470526b6f77327652734f6a54714a496843,28080527,40.7971,-73.9515,43,Charles A. Dana Discovery Center,"Central Park N New York, NY 10029 United States",VISITOR_CENTER,4.6,-1.0,Tourist Destination,Upper West Side,https://media-cdn.tripadvisor.com/media/photo-l/11/4c/a8/04/lugar-para-descubrir.jpg,"The Charles A. Dana Discovery Center is a nature center located in the heart of Central Park. The center offers a variety of programs and activities for all ages, including environmental education, nature walks, and bird-watching. The center also has a sm",291434,Tourist Destination
ven_594d2d536b726e74415734526b6f7759686f75465836484a496843,35564963,40.786,-73.9727,239,Nina’s Great Burrito Bar,"522 Columbus Ave New York, NY 10024 United States",MEXICAN_RESTAURANT,4.3,1.0,Mexican Restaurant,Upper West Side,https://media-cdn.tripadvisor.com/media/photo-l/18/eb/64/7f/yin-offers-exclusive.jpg,"Nina’s Great Burrito Bar is a popular restaurant in the heart of downtown. The restaurant is small, but has a lot of character. The walls are covered in colorful murals and the tables are made out of recycled materials. The menu is simple, but offers a va",0,Mexican Restaurant
ven_594d347279374661335a62526b6f775a465938664338314a496843,76470361,40.7202,-73.984,232,Only NY,"176 Stanton St New York, NY 10002 United States",APPAREL,4.3,-1.0,Fashion Convenience,Lower Manhattan,https://media-cdn.tripadvisor.com/media/photo-l/09/df/5c/ae/koneko-cat-cafe.jpg,"Only NY is a streetwear and lifestyle brand based in New York City. The brand was founded in 2006 by a group of friends who were passionate about skateboarding, art, and fashion. Only NY has since become a go-to for stylish, well-made clothing that has a ",0,Fashion Convenience
ven_59525f746b6a5a6f755359526b6f77594634376336374d4a496843,24707214,40.7931,-73.978,238,Hippo Playground,"W. 91st St & Riverside Dr New York, NY 10025 United States",PARK,4.7,-1.0,Park,Upper West Side,https://media-cdn.tripadvisor.com/media/photo-l/06/fa/02/88/soldiers-and-sailors.jpg,Hippo Playground is a fun and safe place for kids to play. It is full of exciting activities and features that will keep kids entertained for hours. The playground is designed for children ages 2-12 and is handicap accessible. Some of the features include,7269561,Park
ven_595736565a6d62787a7330526b6f77326e4272346b774c4a496843,95519230,40.7986,-73.9563,43,The Blockhouse,"W 109th St New York, NY 10026 United States",HISTORICAL,4.4,-1.0,Cultural Heritage,Upper West Side,https://media-cdn.tripadvisor.com/media/photo-l/0b/35/c6/d6/become-a-clue-finder.jpg,The Blockhouse is a historic building located in the heart of downtown Indianapolis. The building was constructed in 1837 and served as a jail for many years. The Blockhouse is now a museum and event space that is available for rent. The building has thre,0,Cultural Heritage
ven_595a6f4263556f73586448526b6f7759705f6762495f334a496843,19008253,40.7633,-73.9735,163,Edwynn Houk Gallery,"745 5th Ave 4th floor New York, NY 10151 United States",ARTS,4.8,-1.0,Art,Midtown Manhattan,https://media-cdn.tripadvisor.com/media/photo-l/0a/b5/d3/20/excellent-exhibit.jpg,Contemporary photography gallery.,555470,Art
ven_595f5f784d463266636a6f526b6f7759424a4272355a4a4a496843,19346517,40.7832,-73.97,43,Summit Rock,"Central Park West New York, NY 10024 United States",SCENIC_POINT,4.7,-1.0,Scenic Landmarks,Upper West Side,https://media-cdn.tripadvisor.com/media/photo-f/22/13/ec/e2/wwwroyalcitytourscom.jpg,"Summit Rock is a multi-purpose venue located in the heart of downtown Salt Lake City. The venue is perfect for hosting a variety of events, including concerts, conferences, and conventions. The main floor of the venue features a large stage with a state-o",0,Scenic Landmarks
ven_5962576e4e726135545f56526b6f775939595a4d3558324a496843,69137365,40.783,-73.9751,239,Patagonia,"426 Columbus Ave New York, NY 10024 United States",APPAREL,4.6,3.0,Fashion Convenience,Upper West Side,https://media-cdn.tripadvisor.com/media/photo-l/0b/0d/d9/c3/uno-pizzeria-grill-cooking.jpg,"Patagonia is a clothing company that specializes in outdoor clothing and gear. They have a wide variety of products for both men and women, including jackets, pants, shirts, hoodies, and more. Their clothing is designed to be both stylish and functional, ",0,Fashion Convenience
ven_596454514639324f565773526b6f77325f525975565a6c4a496843,16397959,40.7947,-73.9592,43,Glen Span Arch,"W 102nd St New York, NY 10025 United States",BRIDGE,4.8,-1.0,Scenic Landmarks,Upper West Side,https://media-cdn.tripadvisor.com/media/photo-l/16/77/de/31/reception.jpg,"Glen Span Arch is a historic bridge that spans the Passaic River in New Jersey. It is a steel arch bridge that was built in 1892 and is one of the oldest bridges of its kind in the United States. The bridge is a popular spot for pedestrians and cyclists, ",0,Scenic Landmarks
ven_5966445f6e70786d686750526b6f775a394c574174536b4a496843,27660618,40.7428,-74.0063,68,Manhattan Fruit Market,"448 W 16th St New York, NY 10011 United States",MARKET,4.3,-1.0,Neighborhood Market,Chelsea/Greenwhich market,https://media-cdn.tripadvisor.com/media/photo-l/0a/23/e9/a4/chelsea-market.jpg,"Chelsea Market is a world-famous food hall in the heart of New York City's Meatpacking District. Commonly featured in walking and food tours, the market has an array of dining options that draw both locals and travelers. Set aside a couple of hours to con",288031,Neighborhood Market
ven_5972624350616238694f57526b6f77595a5a31725930354a496843,18484315,40.7796,-73.9654,43,The Obelisk,"E 81st St New York, NY 10024 United States",TOURIST_DESTINATION,4.7,-1.0,Tourist Destination,Upper West Side,https://media-cdn.tripadvisor.com/media/photo-l/09/b3/74/51/cleopatra-s-needle.jpg,"The Obelisk is a large, freestanding stone pillar that was originally erected in ancient Egypt. It is one of the oldest and most recognizable monuments in the world. The Obelisk is made of granite and is approximately 80 feet tall. It has a pointed top an",1959031,Tourist Destination
ven_59755648394e677857394b526b6f775a466431616830704a496843,8477155,40.7291,-73.9847,79,HAGS,"163 1st Ave. New York, NY 10003 United States",RESTAURANT,4.7,-1.0,Restaurant,Other,https://media-cdn.tripadvisor.com/media/photo-l/0e/e1/41/ab/getlstd-property-photo.jpg,"HAGS is a multi-level nightclub located in the heart of downtown. The main level features a large dance floor, state-of-the-art sound and lighting system, and a VIP area. The second level features a lounge area with a full bar, pool tables, and a stage fo",0,Restaurant
ven_5977343532576353545439526b6f77594e49533662556b4a496843,52902623,40.7893,-73.9718,238,West Side Community Garden,"123 W 89th St New York, NY 10024 United States",PARK,4.8,-1.0,Park,Upper West Side,https://media-cdn.tripadvisor.com/media/photo-f/07/2b/fa/92/west-side-community-garden.jpg,"The West Side Community Garden is a large, open space with a variety of plants and flowers. There is a small pond in the center of the garden, and a path that winds through the different sections. The garden is well-maintained and the perfect place to rel",7382304,Park
ven_5979723758766e56754467526b6f77326a6967775632684a496843,995202,40.7959,-73.9713,238,Westside Market NYC,"2589 Broadway New York, NY 10025 United States",GROCERY,4.3,2.0,Neighborhood Market,Upper West Side,https://media-cdn.tripadvisor.com/media/photo-l/16/77/de/31/reception.jpg,"Westside Market NYC is a foodie paradise, offering an incredible selection of fresh produce, meats, seafood, cheeses, and prepared foods, as well as a wide array of grocery items. The market is located in the heart of Manhattan's Upper West Side, making i",0,Neighborhood Market
ven_597a616b6a716649565079526b6f77595a4a63445161384a496843,95865713,40.7773,-73.9616,236,E.A.T.,"1064 Madison Ave New York, NY 10028 United States",AMERICAN_RESTAURANT,3.2,3.0,American Restaurant,Upper East Side,https://media-cdn.tripadvisor.com/media/photo-l/1c/31/68/7b/logo.jpg,"We are a Contemporary, fine art gallery representing 48 living artists. We have a wonderful mix of Traditional and Contemporary work and can cater to a new collector staring out or the more experienced collector looking to add to their collection.",21181803,American Restaurant
ven_632d6d6e6755514d44334b526b6f775a4e7646636234574a496843,4821294,40.7841,-73.9737,239,Tri Dim Shanghai West Restaurant and Bar 鼎豐 [UWS],"467 Columbus Ave New York, NY 10024 United States",CHINESE_RESTAURANT,4.4,2.0,Chinese Restaurant,Upper West Side,https://media-cdn.tripadvisor.com/media/photo-l/29/c0/1a/fb/ling-spa-upper-west-side.jpg,Tri Dim Shanghai West Restaurant and Bar 鼎豐 [UWS] is a modern Chinese restaurant located in the heart of New York City's Upper West Side. The restaurant offers a unique dining experience with a menu that features traditional Chinese dishes with a modern t,0,Chinese Restaurant
ven_63326b76356569306b6c5a526b6f77597870715033666b4a496843,17384094,40.7878,-73.9715,238,Bella Luna Restaurant,"574 Columbus Ave New York, NY 10024 United States",ITALIAN_RESTAURANT,4.4,2.0,Italian Restaurant,Upper West Side,https://media-cdn.tripadvisor.com/media/photo-l/18/eb/64/7f/yin-offers-exclusive.jpg,"Bella Luna Restaurant is a charming Italian eatery located in the heart of the historic district of Charleston, South Carolina. The restaurant is housed in a beautifully restored 18th-century building and features a cozy dining room with exposed brick wal",0,Italian Restaurant
ven_63436e304a565f4d627257526b6f7759745667317257724a496843,93459004,40.7708,-73.9916,50,Hudson Market,"601 W 57th St New York, NY 10019 United States",GROCERY,3.9,-1.0,Neighborhood Market,Midtown Manhattan,https://media-cdn.tripadvisor.com/media/photo-l/06/9e/ee/37/terminal-5.jpg,"Hudson Market is a local market located in the heart of downtown Hudson, Wisconsin. The market features a variety of vendors selling fresh produce, meats, cheeses, breads, and other specialty items. The market also has a cafe with a full menu of breakfast",0,Neighborhood Market
ven_63456b77786e474b757563526b6f775a39326e6c5031304a496843,27147400,40.7437,-73.9952,90,Westside Market NYC,"170 W 23rd St New York, NY 10011 United States",GROCERY,4.3,-1.0,Neighborhood Market,Chelsea/Greenwhich market,https://oaidalleapiprodscus.blob.core.windows.net/private/org-jGKlYxnaMuqEvd6EepOGn6fH/user-aymO9XagO63Y8m7z3r0a0Fg7/img-IhLeQ0EkFMFYav2JGgpseb4k.png?st=2023-08-01T15%3A58%3A38Z&se=2023-08-01T17%3A58%3A38Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/pn,"Westside Market NYC is a gourmet grocery store located in the Upper West Side of Manhattan. The store offers a wide selection of food items, including fresh produce, meat, seafood, dairy, and baked goods. In addition to groceries, Westside Market NYC also",0,Neighborhood Market
ven_6347305f59664842696755526b6f77326e53475669362d4a496843,62411977,40.7969,-73.975,238,Dinosaur Playground,"6681 Riverside Dr New York, NY 10025 United States",PARK,4.3,-1.0,Park,Upper West Side,https://media-cdn.tripadvisor.com/media/photo-l/1b/51/18/eb/getlstd-property-photo.jpg,"Dinosaur Playground is a fun and interactive play area for kids of all ages. It features life-size dinosaurs, a fossil dig site, a water play area, and a playground. The dinosaurs are realistic and the kids can climb on them, play in the water, and dig fo",0,Park
ven_634f4363417644424e616a526b6f775a685179765633524a496843,79370194,40.7778,-73.9782,142,HARVEST KITCHEN,"269 Columbus Ave New York, NY 10023 United States",AMERICAN_RESTAURANT,4.3,2.0,American Restaurant,Upper West Side,https://media-cdn.tripadvisor.com/media/photo-l/1a/c5/4d/2b/caption.jpg,"HARVEST KITCHEN is a farm-to-table restaurant that sources its ingredients from local farmers and purveyors. The menu changes seasonally to reflect the freshest available ingredients. The restaurant has a casual, yet refined atmosphere, with an open kitch",19983353,American Restaurant
